id	isbn	title	authors	publication_year	
7647	1406800163	Captain Blood: His Odyssey	Rafael Sabatini	1922	
7648	1406914835	Et dukkehjem	Henrik Ibsen, Michael   Meyer	1879	
7649	1406954365	Little Men, or Life at Plumfield with Jo's Boys	Louisa May Alcott	1871	
7650	1407247425	The Three Stigmata of Palmer Eldritch	Philip K. Dick	1965	
7651	1408319462	Slated	Teri Terry	2012	
7652	1408808870	The Finkler Question	Howard Jacobson	2010	
7653	1408810441	Entice	Carrie Jones	2010	
7654	1408816032	The Song of Achilles	Madeline Miller	2011	
7655	1408852594	The Assassin's Blade	Sarah J. Maas	2014	
7656	1408857391	The Mime Order	Samantha Shannon	2015	
7657	1408857901	A Court of Wings and Ruin	Sarah J. Maas	2017	
7658	1408859645	The Sleeper and the Spindle	Neil Gaiman, Chris Riddell	2014	
7659	1409113965	Minding Frankie	Maeve Binchy	2010	
7660	1409135195	The Scottish Prisoner	Diana Gabaldon	2011	
7661	1409151174	Red Queen	Victoria Aveyard	2015	
7662	1409521966	Angel 	L.A. Weatherly	2010	
7663	1409522016	Angel Fire	L.A. Weatherly	2011	
7664	1410400964	The Stone Monkey	Jeffery Deaver	2002	
7665	1411415930	The Picture of Dorian Gray: A Graphic Novel 	Ian Edginton, Oscar Wilde, I.N.J. Culbard	2009	
7666	1411608313	Day by Day Armageddon	J.L. Bourne	2004	
7667	1413903177	よつばと! 1	Kiyohiko Azuma, あずま きよひこ	2003	
7668	1414310552	Danger in the Shadows	Dee Henderson	1999	
7669	1414310560	The Negotiator	Dee Henderson	2000	
7670	1414310579	The Guardian	Dee Henderson	2001	
7671	1414310587	The Truth Seeker (O'Malley #3)	Dee Henderson	2001	
7672	1414310609	The Healer	Dee Henderson	2002	
7673	1414315716	The Last Sin Eater	Francine Rivers	1998	
7674	1414318634	Her Mother's Hope (Marta's Legacy, #1)	Francine Rivers	2010	
7675	1414334095	Her Daughter's Dream	Francine Rivers	2010	
7676	1414336063	The Boy Who Came Back from Heaven	Kevin Malarkey, Alex Malarkey	2010	
7677	1414336241	The Auschwitz Escape	Joel C. Rosenberg	2014	
7678	1414339364	Growing up Amish	Ira Wagler	2011	
7679	1414358466	Courageous	Randy Alcorn, Alex Kendrick, Stephen Kendrick	2011	
7680	1414368186	Bridge to Haven	Francine Rivers	2014	
7681	1416500189	The Good Earth	Pearl S. Buck	1931	
7682	1416500340	Silas Marner: The Weaver of Raveloe	George Eliot	1861	
7683	1416503811	Heartbreaker	Julie Garwood	2000	
7684	1416505016	Consent to Kill	Vince Flynn	2005	
7685	1416505067	Seven Ancient Wonders	Matthew Reilly	2005	
7686	1416505415	Blowback	Brad Thor	2005	
7687	1416505490	Have Space Suit - Will Travel	Robert A. Heinlein	1958	
7688	1416507779	Where Are the Children?	Mary Higgins Clark	1975	
7689	1416509372	On Basilisk Station 	David Weber	1992	
7690	1416509631	Tehanu	Ursula K. Le Guin	1990	
7691	1416509879	A Hunger Like No Other	Kresley Cole	2006	
7692	1416509887	No Rest for the Wicked	Kresley Cole	2006	
7693	1416510567	Fatal Voyage	Kathy Reichs	2001	
7694	1416516352	Transfer of Power	Vince Flynn	1999	
7695	1416516727	All Around the Town	Mary Higgins Clark	1992	
7696	1416516743	Let Me Call You Sweetheart	Mary Higgins Clark	1995	
7697	1416516859	Deep Six	Clive Cussler	1984	
7698	1416520406	The Book of Luke	Jenny O'Connell	2007	
7699	1416521496	Song of Susannah	Stephen King, Darrel Anderson	2004	
7700	1416521690	The Coldest Winter Ever	Sister Souljah	1999	
7701	1416521836	Such a Pretty Girl	Laura Wiess	2007	
7702	1416522913	All the President's Men	Carl Bernstein, Bob Woodward	1974	
7703	1416523715	Leaves of Grass	Walt Whitman	1855	
7704	1416523723	Billy Budd, Sailor	Herman Melville	1924	
7705	1416524290	The Girl Who Loved Tom Gordon	Stephen King	1999	
7706	1416524304	Carrie	Stephen King	1974	
7707	1416524347	Pet Sematary	Stephen King	1983	
7708	1416524355	Everything's Eventual: 14 Dark Tales	Stephen King	2002	
7709	1416524517	Cell	Stephen King	2006	
7710	1416524525	The Dark Tower	Stephen King	2004	
7711	1416524797	Angels & Demons 	Dan Brown	2000	
7712	1416527265	The Little Lady Agency	Hester Browne	2005	
7713	1416528636	Little Earthquakes	Jennifer Weiner	2004	
7714	1416530711	Whitney, My Love	Judith McNaught	1985	
7715	1416530738	Once and Always	Judith McNaught	1987	
7716	1416532358	Ricochet	Sandra Brown	2006	
7717	1416534733	A Connecticut Yankee in King Arthur's Court	Mark Twain	1889	
7718	1416535071	Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant	Daniel Tammet	2006	
7719	1416535209	The Guy Not Taken: Stories	Jennifer Weiner	2006	
7720	1416543007	Everyone Worth Knowing	Lauren Weisberger	2005	
7721	1416543686	The Lions of Lucerne	Brad Thor	2002	
7722	1416543694	State Of The Union	Brad Thor	2004	
7723	1416543791	The First Commandment	Brad Thor	2007	
7724	1416544186	Downtown Owl	Chuck Klosterman	2008	
7725	1416544208	Eating the Dinosaur	Chuck Klosterman	2009	
7726	1416546022	Falling Man	Don DeLillo, محمدصادق رئیسی	2007	
7727	1416547037	Wicked Deeds on a Winter's Night (Immortals After Dark #4)	Kresley Cole	2007	
7728	1416548009	Memorial Day	Vince Flynn	2004	
7729	1416548483	The Tin Roof Blowdown	James Lee Burke	2007	
7730	1416549129	The Other Queen	Philippa Gregory	2008	
7731	1416549978	The Broken Window	Jeffery Deaver	2008	
7732	1416551050	A Homemade Life: Stories and Recipes from My Kitchen Table	Molly Wizenberg	2009	
7733	1416551603	The Dirty Life: On Farming, Food, and Love	Kristin Kimball	2010	
7734	1416552510	Duma Key	Stephen King	2008	
7735	1416553649	Born Standing Up: A Comic's Life	Steve Martin	2007	
7736	1416554955	Harry, A History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon	Melissa Anelli, J.K. Rowling	2008	
7737	1416556052	The Curious Case of Benjamin Button	F. Scott Fitzgerald	1922	
7738	1416560610	The Power of Positive Thinking	Norman Vincent Peale	1952	
7739	1416562591	The White Tiger	Aravind Adiga	2008	
7740	1416563067	Smoke Screen	Sandra Brown	2008	
7741	1416563687	The White Queen	Philippa Gregory	2009	
7742	1416563725	The Red Queen	Philippa Gregory	2010	
7743	1416571736	Going Too Far	Jennifer Echols	2009	
7744	1416571760	The Greater Journey: Americans In Paris	David McCullough	2011	
7745	1416575642	Food Matters: A Guide to Conscious Eating with More Than 75 Recipes	Mark Bittman	2008	
7746	1416576754	Dark Desires After Dusk	Kresley Cole	2008	
7747	1416577572	The Five Greatest Warriors	Matthew Reilly	2009	
7748	1416580948	Kiss of a Demon King 	Kresley Cole	2009	
7749	1416580956	Pleasure of a Dark Prince 	Kresley Cole	2010	
7750	1416584080	Just After Sunset	Stephen King	2008	
7751	1416585834	Dog on It	Spencer Quinn	2008	
7752	1416586288	Half Broke Horses: A True Life Novel	Jeannette Walls	2008	
7753	1416586571	The Apostle	Brad Thor	2009	
7754	1416586598	Foreign Influence	Brad Thor	2010	
7755	1416589422	Nice Girls Don't Have Fangs (Jane Jameson, #1)	Molly Harper	2009	
7756	1416589643	The Other Hand	Chris Cleave	2008	
7757	1416591052	Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History	S.C. Gwynne	2010	
7758	1416593381	Revenge of the Spellmans	Lisa Lutz	2009	
7759	1416595163	Pursuit of Honor	Vince Flynn	2009	
7760	1416595201	Kill Shot	Vince Flynn	2012	
7761	1416596585	In the Plex: How Google Thinks, Works, and Shapes Our Lives	Steven Levy	2011	
7762	1416599398	Extreme Measures	Vince Flynn	2008	
7763	1416900314	Megan Meade's Guide to the McGowan Boys	Kate Brian	2005	
7764	1416903372	Emperor Mage (Immortals, #3)	Tamora Pierce	1994	
7765	1416903437	Wild Magic (Immortals, #1)	Tamora Pierce	1992	
7766	1416903445	Wolf-Speaker (Immortals, #2)	Tamora Pierce	1993	
7767	1416903542	 Burned (Burned, #1)	Ellen Hopkins	2006	
7768	1416903569	Impulse	Ellen Hopkins	2007	
7769	1416905855	Chains	Laurie Halse Anderson	2008	
7770	1416909834	No Talking	Andrew Clements	2007	
7771	1416912045	Unwind	Neal Shusterman	2007	
7772	1416913184	Two-Way Street	Lauren Barnholdt	2007	
7773	1416913629	Tweak: Growing Up On Methamphetamines	Nic Sheff	2008	
7774	1416914161	The Pilgrims of Rayne	D.J. MacHale	2007	
7775	1416914188	Raven Rise	D.J. MacHale	2008	
7776	1416914234	The Quillan Games	D.J. MacHale	2005	
7777	1416914285	City of Bones	Cassandra Clare	2007	
7778	1416914293	City of Ashes	Cassandra Clare	2008	
7779	1416914307	City of Glass	Cassandra Clare	2009	
7780	1416914633	Go Ask Alice	Beatrice Sparks, Anonymous	1971	
7781	1416916172	Five Little Peppers and How They Grew	Margaret Sidney	1881	
7782	1416918736	Private	Kate Brian	2006	
7783	1416924981	Among the Hidden 	Margaret Peterson Haddix	1998	
7784	1416927247	Divine Madness	Robert Muchamore	2006	
7785	1416927832	Misty of Chincoteague	Marguerite Henry, Wesley Dennis	1947	
7786	1416927883	Stormy, Misty's Foal	Marguerite Henry	1963	
7787	1416928065	Leven Thumps and the Gateway to Foo (Leven Thumps, #1)	Obert Skye	2005	
7788	1416928170	Bunnicula: A Rabbit-Tale of Mystery	James Howe, Deborah Howe, Alan Daniel	1979	
7789	1416935711	H.I.V.E.: Higher Institute of Villainous Education	Mark Walden	2006	
7790	1416936408	The Uglies Trilogy (Uglies, #1-3)	Scott Westerfeld	2007	
7791	1416936491	Just Ella	Margaret Peterson Haddix	1999	
7792	1416938745	Assholes Finish First	Tucker Max	2008	
7793	1416940286	Caddie Woodlawn	Carol Ryrie Brink	1935	
7794	1416940901	Glass (Crank, #2)	Ellen Hopkins	2007	
7795	1416949658	The Dark Is Rising	Susan Cooper	1973	
7796	1416949674	The Grey King	Susan Cooper	1975	
7797	1416950052	Identical	Ellen Hopkins	2008	
7798	1416950079	Tricks	Ellen Hopkins	2009	
7799	1416950095	Fallout (Crank, #3)	Ellen Hopkins	2010	
7800	1416950737	sTORI Telling	Tori Spelling	2008	
7801	1416951172	Extras	Scott Westerfeld	2006	
7802	1416953558	Perfect You	Elizabeth Scott	2008	
7803	1416953574	Wake	Lisa McMann	2008	
7804	1416953582	Fade	Lisa McMann	2009	
7805	1416954171	Found	Margaret Peterson Haddix	2008	
7806	1416960597	Living Dead Girl	Elizabeth Scott	2008	
7807	1416963960	White Cat	Holly Black	2010	
7808	1416963987	Doll Bones	Holly Black, Eliza Wheeler	2013	
7809	1416968237	The Summer I Turned Pretty	Jenny Han	2009	
7810	1416971734	Leviathan	Scott Westerfeld	2009	
7811	1416971750	Behemoth	Scott Westerfeld, Keith Thompson	2010	
7812	1416971777	Goliath	Scott Westerfeld, Keith Thompson	2011	
7813	1416974504	Night World, No. 1	L.J. Smith	2008	
7814	1416974512	Night World, No. 2	L.J. Smith	2008	
7815	1416974520	Night World, No. 3	L.J. Smith	2009	
7816	1416975861	Clockwork Angel	Cassandra Clare	2010	
7817	1416975888	Clockwork Prince	Cassandra Clare	2011	
7818	1416978933	The Hollow	Jessica Verday	2009	
7819	1416979182	Gone 	Lisa McMann	2010	
7820	1416980067	Tales from a Not-So-Fabulous Life	Rachel Renée Russell	2009	
7821	1416983082	Thirst No. 1	Christopher Pike	1998	
7822	1416983090	Thirst No. 2	Christopher Pike	2010	
7823	1416983309	Tilt	Ellen Hopkins	2012	
7824	1416984488	The Monstrumologist	Rick Yancey	2009	
7825	1416985794	Intet	Janne Teller, Martin Aitken	2000	
7826	1416986561	Tales from a Not-So-Popular Party Girl	Rachel Renée Russell	2010	
7827	1416989404	The Forbidden Game	L.J. Smith	1997	
7828	1416989412	Hush, Hush	Becca Fitzpatrick	2009	
7829	1416989439	Crescendo	Becca Fitzpatrick	2010	
7830	1416990674	Second Chance Summer	Morgan Matson	2012	
7831	1416995552	It's Not Summer Without You	Jenny Han	2010	
7832	1416995587	We'll Always Have Summer	Jenny Han	2011	
7833	1416997857	The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass	Cassandra Clare	2009	
7834	1416997946	Seeds of Rebellion (Beyonders, #2)	Brandon Mull	2012	
7835	1416997962	Chasing the Prophecy (Beyonders, #3)	Brandon Mull	2013	
7836	1417642122	The Revenge of the Baby-Sat: A Calvin and Hobbes Collection	Bill Watterson	1991	
7837	1417642165	Attack of the Deranged Mutant Killer Monster Snow Goons: A Calvin and Hobbes Collection	Bill Watterson	1992	
7838	1419122126	Good Wives	Louisa May Alcott	1868	
7839	1419151126	The Thirty-Nine Steps	John Buchan	1915	
7840	1419176528	Шинель	Nikolai Gogol	1842	
7841	1419700278	Darth Paper Strikes Back	Tom Angleberger	2011	
7842	1419701762	Me and Earl and the Dying Girl	Jesse Andrews	2012	
7843	1419702173	My Friend Dahmer	Derf Backderf	2012	
7844	1419702238	Cabin Fever	Jeff Kinney	2010	
7845	1419704281	Splintered	A.G. Howard	2013	
7846	1419705849	The Third Wheel	Jeff Kinney	2012	
7847	1419710206	El Deafo	Cece Bell, David Lasky	2014	
7848	1419711326	Hard Luck	Jeff Kinney	2013	
7849	1419717014	Old School	Jeff Kinney	2015	
7850	1419953249	The Sweet Gum Tree	Katherine Allred	2005	
7851	1420100963	Storm Born	Richelle Mead	2008	
7852	1420103733	To Challenge a Dragon	G.A. Aiken	2004	
7853	1420925229	Civil Disobedience and Reading	Henry David Thoreau	1995	
7854	1420925431	A Room with a View	E.M. Forster	1908	
7855	1420925539	A Study in Scarlet	Arthur Conan Doyle	1887	
7856	1420925806	Songs of Innocence and of Experience	William Blake	1789	
7857	1420926993	An Enquiry concerning Human Understanding	David Hume	1748	
7858	1421270536	Der Antichrist	Friedrich Nietzsche, H.L. Mencken	1888	
7859	1421500620	桜蘭高校ホスト部 3	Bisco Hatori	2004	
7860	1421501082	NANA―ナナ― 1	Ai Yazawa	2000	
7861	1421501201	めるぷり メルヘン☆プリンス 1	Matsuri Hino	2002	
7862	1421501686	デスノート #1 (Desu Nōto) Taikutsu (退屈)	Tsugumi Ohba, Takeshi Obata	2004	
7863	1421501694	デスノート #2 (Desu Nōto) Gōryū (合流)	Tsugumi Ohba, Takeshi Obata	2004	
7864	1421501708	デスノート #3 (Desu Nōto) Gekisō (激走)	Tsugumi Ohba, Takeshi Obata	2004	
7865	1421501929	桜蘭高校ホスト部 4	Bisco Hatori	1999	
7866	1421502410	NARUTO -ナルト- 巻ノ十一 	Masashi Kishimoto, Frances Wall	2002	
7867	1421505754	ビューティーポップ 1 [Byūtī poppu 1]	Kiyoko Arai	2004	
7868	1421505851	スキップ・ビート! 1 	Yoshiki Nakamura, Tomo Kimura	2002	
7869	1421506130	Bleach―ブリーチ― 15	Tite Kubo	2004	
7870	1421506238	D.Gray-man, Volume 1	Katsura Hoshino, Mayumi Kobayashi	2004	
7871	1421506262	デスノート #5 (Desu Nōto) Hakushi (白紙,) 	Tsugumi Ohba, Takeshi Obata	2005	
7872	1421506270	デスノート #6 (Desu Nōto) Kōkan (交換)	Tsugumi Ohba, Takeshi Obata	2005	
7873	1421506289	デスノート #7 (Desu Nōto) Zero (零)	Tsugumi Ohba, Takeshi Obata	2005	
7874	1421506297	デスノート #8 (Desu Nōto) Mato (的)	Tsugumi Ohba, Takeshi Obata	2005	
7875	1421506718	家庭教師ヒットマンREBORN! 1	Akira Amano, JN Productions, Frances E. Wall	2004	
7876	1421508222	ヴァンパイア騎士 1	Matsuri Hino, Tomo Kimura	2005	
7877	1421511304	ヴァンパイア騎士 2	Matsuri Hino, Tomo Kimura	2005	
7878	1421511835	紳士同盟† 1	Arina Tanemura	2005	
7879	1421512025	千年の雪, 1	Bisco Hatori	2001	
7880	1421513242	ヴァンパイア騎士 3 	Matsuri Hino, Tomo Kimura	2006	
7881	1421513439	ラブ★コン 1	Aya Nakahara, Pookie Rolf	2001	
7882	1421514818	高校デビュー 1	Kazune Kawahara	2004	
7883	1421515636	ヴァンパイア騎士 4	Matsuri Hino, Tomo Kimura	2006	
7884	1421515881	アラクレ 1	Kiyo Fujiwara	2005	
7885	1421527553	君に届け 1	Karuho Shiina, Tomo Kimura	2006	
7886	1421527618	オール・ユー・ニード・イズ・キル	Hiroshi Sakurazaka, 桜坂洋, Alexander O. Smith, Joseph Reeder	2004	
7887	1421527642	Black Bird, Volume 1	Kanoko Sakurakouji, JN Productions, Pancha Diaz	2007	
7888	1421531720	ヴァンパイア騎士 9	Matsuri Hino, Tomo Kimura	2008	
7889	1421532018	ビーストマスター 1	Kyousuke Motomi	2001	
7890	1421534541	ONE PIECE 38	Eiichirō Oda	2005	
7891	1421536382	神様はじめました 1	Julietta Suzuki, Tomo Kimura	2008	
7892	1421536706	桜蘭高校ホスト部 15	Bisco Hatori	2009	
7893	1421540320	青の祓魔師 1	Kazue Kato, John Werry	2009	
7894	1421808307	Burmese Days	George Orwell	1934	
7895	1421820609	Cinq semaines en ballon	Jules Verne	1863	
7896	1422188612	The First 90 Days: Critical Success Strategies for New Leaders at All Levels	Michael D. Watkins	2003	
7897	1423100034	I'd Tell You I Love You, But Then I'd Have to Kill You	Ally Carter	2006	
7898	1423100050	Cross My Heart and Hope to Spy	Ally Carter	2007	
7899	1423101464	The Battle of the Labyrinth	Rick Riordan	2008	
7900	1423101952	Hero	Perry Moore	2007	
7901	1423102266	The Van Alen Legacy 	Melissa de la Cruz	2009	
7902	1423102282	Revelations	Melissa de la Cruz	2008	
7903	1423102991	Knuffle Bunny Too: A Case of Mistaken Identity	Mo Willems	2007	
7904	1423104870	The Wizard Heir	Cinda Williams Chima	2007	
7905	1423108361	The Time Paradox	Eoin Colfer	2008	
7906	1423108760	Bad Girls Don't Die	Katie Alender	2009	
7907	1423109600	The Pigeon Wants a Puppy!	Mo Willems	2008	
7908	1423110706	The Dragon Heir	Cinda Williams Chima	2008	
7909	1423111443	Deadly Little Secret (Touch, #1)	Laurie Faria Stolarz	2008	
7910	1423113381	The Red Pyramid	Rick Riordan	2010	
7911	1423113497	Percy Jackson and the Olympians Boxed Set	Rick Riordan	2008	
7912	1423116186	By The Time You Read This, I'll Be Dead	Julie Anne Peters, C.J. Bott	2009	
7913	1423116380	Don't Judge a Girl by Her Cover	Ally Carter	2009	
7914	1423116399	Heist Society	Ally Carter	2010	
7915	1423116968	The Lightning Thief: The Graphic Novel	Rick Riordan, Robert Venditti, José Villarrubia, Attila Futaki	2010	
7916	1423118235	The Demon King	Cinda Williams Chima	2009	
7917	1423118243	The Exiled Queen	Cinda Williams Chima	2010	
7918	1423119509	Percy Jackson and the Olympians	Rick Riordan, Tk	2009	
7919	1423121287	Misguided Angel	Melissa de la Cruz	2010	
7920	1423121295	Lost In Time	Melissa de la Cruz	2011	
7921	1423121309	Hex Hall	Rachel Hawkins	2010	
7922	1423121317	Demonglass	Rachel Hawkins	2011	
7923	1423121325	Spell Bound	Rachel Hawkins	2012	
7924	1423121716	Percy Jackson: The Ultimate Guide	Mary-Jane Knight, Rick Riordan	2010	
7925	1423128192	The Atlantis Complex	Eoin Colfer	2010	
7926	1423128206	Only the Good Spy Young	Ally Carter	2010	
7927	1423134494	Bloody Valentine	Melissa de la Cruz	2010	
7928	1423140567	The Throne of Fire	Rick Riordan	2011	
7929	1423140575	The Serpent's Shadow	Rick Riordan	2012	
7930	1423140591	The Son of Neptune 	Rick Riordan	2011	
7931	1423140605	The Mark of Athena	Rick Riordan	2012	
7932	1423144333	The Crimson Crown	Cinda Williams Chima	2012	
7933	1423146727	The House of Hades	Rick Riordan	2013	
7934	1423147947	Out of Sight, Out of Time	Ally Carter	2012	
7935	1423147952	Uncommon Criminals	Ally Carter	2011	
7936	1423157311	The Archived	Victoria Schwab	2013	
7937	1423157370	The Darkest Minds	Alexandra Bracken	2012	
7938	1423157516	Never Fade	Alexandra Bracken	2013	
7939	1423157524	In The Afterlight	Alexandra Bracken	2014	
7940	1423160916	The Sword of Summer	Rick Riordan	2015	
7941	1423160924	The Hammer of Thor	Rick Riordan	2016	
7942	1423161610	The Last Guardian	Eoin Colfer	2012	
7943	1423163001	The Demigod Diaries	Rick Riordan, Haley Riordan	2012	
7944	1423165993	United We Spy	Ally Carter	2013	
7945	1423166000	Perfect Scoundrels	Ally Carter	2013	
7946	1423168232	The Naturals	Jennifer Lynn Barnes	2013	
7947	1423170288	Alienated	Melissa Landers	2014	
7948	1423171020	These Broken Stars	Amie Kaufman, Meagan Spooner	2013	
7949	1423175123	Don't Look Back	Jennifer L. Armentrout	2014	
7950	1423176375	All Our Yesterdays	Cristin Terrill	2013	
7951	1423183096	Rose Under Fire	Elizabeth Wein	2013	
